"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"1416","141110","MANHATTAN","43","2 AVENUE","10003","5","0","0","0","2022-03-03T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.725267","-73.990104","3","2","3602","1006551","1004580029","East Village"
"131466","362789","BROOKLYN","88","5 AVENUE","11217","6","0","0","0","2023-12-30T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.680438","-73.977744","6","39","12901","3018670","3009340045","Park Slope"
"501428","401646","QUEENS","84-09","91 STREET","11421","3","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.697155","-73.854745","9","32","14","4182359","4088790001","Woodhaven"
"992243","388973","BROOKLYN","3514","SURF AVENUE","11224","425","0","0","0","2021-07-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.572968","-74.000590","13","47","340","3426734","3070657501","Coney Island-Sea Gate"
"33080","128649","MANHATTAN","403","WEST 44 STREET","10036","8","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.759934","-73.992145","4","3","12102","1026434","1010540128","Hell's Kitchen"
"84","119604","MANHATTAN","120","1 AVENUE","10009","5","0","0","0","2024-01-05T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.727125","-73.985619","3","2","32","1083478","1004350002","East Village"
"223094","322866","BROOKLYN","339","CLINTON STREET","11231","3","0","0","0","2024-01-04T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.684999","-73.996878","6","39","67","3003940","3003250015","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"95694","209732","BRONX","1304","MERRIAM AVENUE","10452","112","0","0","0","2021-02-15T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.840531","-73.926233","4","16","201","2003530","2025310001","Highbridge"
"218025","311807","BROOKLYN","639","CARROLL STREET","11215","3","0","0","0","2024-05-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.674707","-73.980172","6","39","133","3020345","3009590072","Park Slope"
"34571","104418","MANHATTAN","49","WEST 68 STREET","10023","10","0","0","0","2024-04-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.774369","-73.979492","7","6","15301","1028448","1011210012","Upper West Side-Lincoln Square"
"45560","215622","BRONX","1879","ANDREWS AVENUE SOUTH","10453","3","0","0","0","2024-06-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.853025","-73.914316","5","14","24501","2009124","2028790210","University Heights (South)-Morris Heights"
"896060","225618","BRONX","2475","CROTONA AVENUE","10458","8","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.855706","-73.882736","6","15","389","2116433","2031050028","Belmont"
"152866","303752","BROOKLYN","1442","48 STREET","11219","48","0","0","0","2021-07-13T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.633652","-73.988348","12","44","234","3137503","3056360022","Borough Park"
"907347","225858","BRONX","578","EAST 189 STREET","10458","3","0","0","0","2024-01-11T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.857662","-73.886579","6","15","389","2116902","2030660147","Belmont"
"139985","308540","BROOKLYN","5200","15 AVENUE","11219","47","0","0","0","2022-01-26T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.630608","-73.989559","12","44","238","3138771","3056640035","Borough Park"
"36219","104493","MANHATTAN","202","WEST 85 STREET","10024","5","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.787115","-73.975798","7","6","171","1033114","1012320037","Upper West Side (Central)"
"235236","336492","BROOKLYN","85","EAGLE STREET","11222","8","0","0","0","2024-12-04T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.734943","-73.957440","1","33","56301","3321391","3024950074","Greenpoint"
"338562","322752","BROOKLYN","204","MONITOR STREET","11222","3","0","0","0","2024-04-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.726478","-73.942736","1","33","58901","3066627","3026570051","Greenpoint"
"445052","416766","QUEENS","134-20","57 AVENUE","11355","3","0","0","0","2024-05-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.747208","-73.830737","7","20","799","4139158","4063610009","Queensboro Hill"
"320727","349536","BROOKLYN","212","KINGSLAND AVENUE","11222","8","0","0","0","2021-12-23T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.724182","-73.941396","1","33","591","3067230","3026890062","Greenpoint"
"315532","363318","BROOKLYN","168","INDIA STREET","11222","16","0","0","0","2021-12-01T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.732449","-73.953220","1","33","575","3064480","3025410020","Greenpoint"
"358827","351393","BROOKLYN","3021","QUENTIN ROAD","11234","3","0","0","0","2023-07-12T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.611945","-73.940983","18","46","644","3212090","3077030005","Marine Park-Mill Basin-Bergen Beach"
"208313","346483","BROOKLYN","1340","BERGEN STREET","11213","8","0","0","0","2024-04-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.675558","-73.940202","8","36","311","3030823","3012230025","Crown Heights (North)"
"939480","383849","BROOKLYN","892","BEDFORD AVENUE","11205","8","0","0","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.694128","-73.956063","3","33","235","3394610","3019147507","Bedford-Stuyvesant (West)"
"59476","219535","BRONX","1423","CROES AVENUE","10472","1","0","0","0","2025-08-29T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.834934","-73.871928","9","18","64","2028091","2038920050","Soundview-Bruckner-Bronx River"
"806595","714657","BRONX","1230","EAST 225 STREET","10466","22","0","0","0","2024-10-23T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.882519","-73.845140","12","12","460","2093731","2048990052","Eastchester-Edenwald-Baychester"
"967645","385893","BROOKLYN","1146","DEKALB AVENUE","11221","3","0","0","0","2024-04-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.694513","-73.929074","4","34","393","3392616","3032410009","Bushwick (West)"
"345448","333538","BROOKLYN","227","NORTH 7 STREET","11211","3","0","0","0","2025-09-10T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.716462","-73.955503","1","33","519","3061975","3023210027","Williamsburg"
"979083","387479","BROOKLYN","97","HART STREET","11206","3","0","0","0","2024-04-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.693312","-73.947636","3","36","261","3390088","3017670062","Bedford-Stuyvesant (West)"
"35792","116118","MANHATTAN","210","WEST 80 STREET","10024","20","0","0","0","2024-01-04T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.784047","-73.978363","7","6","167","1032641","1012270041","Upper West Side (Central)"
"907105","428844","QUEENS","24-54","37 STREET","11103","8","0","0","0","2024-05-13T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.768802","-73.913222","1","22","6502","4538608","4006520046","Astoria (Central)"
"352062","370698","BROOKLYN","804","PARK PLACE","11216","8","0","0","0","2023-07-03T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.673469","-73.951213","8","36","31701","3031501","3012400027","Crown Heights (North)"
"354644","369041","BROOKLYN","3802","POPLAR AVENUE","11224","30","0","0","0","2023-12-15T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.579989","-74.006617","13","47","336","3188042","3069570022","Coney Island-Sea Gate"
"894054","385836","BROOKLYN","233","BAY 34 STREET","11214","21","0","0","0","2023-07-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.595571","-73.995618","11","47","304","3395397","3068897501","Gravesend (West)"
"854599","426643","QUEENS","214","BEACH 29 STREET","11691","3","0","0","0","2021-12-01T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.595188","-73.761973","14","31","99802","4518619","4158040035","Far Rockaway-Bayswater"
"138439","354047","BROOKLYN","6703","13 AVENUE","11219","4","0","0","0","2020-12-29T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.624702","-74.002842","10","43","196","3142894","3057680012","Dyker Heights"
"27763","131759","MANHATTAN","41","SPRING STREET","10012","10","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.721831","-73.995956","2","1","43","1077745","1004940041","SoHo-Little Italy-Hudson Square"
"68799","222507","BRONX","1034","EAST 219 STREET","10469","3","0","0","0","2022-03-25T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.880622","-73.853567","12","12","388","2090766","2047010048","Williamsbridge-Olinville"
"112","106411","MANHATTAN","1278","1 AVENUE","10065","43","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.765641","-73.957568","8","5","116","1045579","1014630047","Upper East Side-Lenox Hill-Roosevelt Island"
"358057","347409","BROOKLYN","29","PUTNAM AVENUE","11238","20","0","0","0","2024-04-16T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.682731","-73.961396","2","35","231","3056864","3019820077","Clinton Hill"
"320071","377053","BROOKLYN","336","KINGS HIGHWAY","11223","4","0","0","0","2025-08-17T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.604871","-73.977812","11","44","424","3338852","3066520067","Gravesend (West)"
"121235","209106","BRONX","59","WEST 183 STREET","10453","5","0","0","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.859137","-73.906102","7","14","253","2014541","2032090017","University Heights (North)-Fordham"
"198281","353599","BROOKLYN","75","BAINBRIDGE STREET","11233","4","0","0","0","2023-10-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.680630","-73.934075","3","36","297","3047474","3016800078","Bedford-Stuyvesant (East)"
"686266","422659","QUEENS","106-17","OTIS AVENUE","11368","3","0","0","0","2024-01-05T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.739995","-73.854443","4","21","439","4048101","4019530029","Corona"
"997876","228289","BRONX","237","WEST 167 STREET","10452","35","0","0","0","2021-04-29T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.839404","-73.928446","4","16","201","2128886","2025300007","Highbridge"
"11000","142101","MANHATTAN","539","EAST 6 STREET","10009","21","0","0","0","2019-12-06T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.725066","-73.982975","3","2","32","1081918","1004020045","East Village"
"85603","205324","BRONX","2403","HOFFMAN STREET","10458","32","0","0","0","2019-12-05T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.856198","-73.888310","6","15","387","2011721","2030560024","Belmont"
"16642","105636","MANHATTAN","9","EAST 78 STREET","10075","10","0","0","0","2021-04-22T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.776092","-73.963685","8","4","142","1041860","1013930010","Upper East Side-Carnegie Hill"
"97804","218083","BRONX","627","MORRIS PARK AVENUE","10460","2","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.844556","-73.868606","11","13","220","2042499","2040110028","West Farms"
"259","107728","MANHATTAN","1590","1 AVENUE","10028","8","0","8","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.774682","-73.950966","8","5","13604","1050444","1015620046","Upper East Side-Yorkville"
"317288","341654","BROOKLYN","479","JEFFERSON AVENUE","11221","3","0","0","0","2025-08-18T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.684552","-73.939079","3","36","275","3052167","3018310053","Bedford-Stuyvesant (East)"
"705906","425462","QUEENS","321","WYCKOFF AVENUE","11385","3","0","0","0","2024-04-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.699856","-73.911631","5","34","549","4082324","4034440041","Ridgewood"
"839985","814889","BROOKLYN","1704","EAST NEW YORK AVENUE","11212","6","0","0","0","2019-01-22T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.674604","-73.905496","16","37","908","3338551","3036770021","Brownsville"
"147210","344782","BROOKLYN","202","32 STREET","11232","3","0","0","0","2024-03-11T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.655762","-74.000811","7","38","101","3010102","3006810028","Sunset Park (West)"
"148288","324634","BROOKLYN","1011","40 STREET","11219","3","0","0","0","2025-09-07T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.643764","-73.992977","12","38","110","3135272","3055840071","Sunset Park (East)-Borough Park (West)"
"110117","219580","BRONX","2295","SOUTHERN BOULEVARD","10460","3","0","0","0","2023-07-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.850455","-73.882503","6","15","393","2013029","2031130038","Belmont"
"110117","219580","BRONX","2295","SOUTHERN BOULEVARD","10460","3","0","0","0","2023-07-06T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.850455","-73.882503","6","15","393","2013029","2031130038","Belmont"
"985030","432615","QUEENS","112","BEACH 59 STREET","11692","9","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.590198","-73.788710","14","31","97202","4618749","4159260001","Rockaway Beach-Arverne-Edgemere"
"29568","107234","MANHATTAN","238","WEST 4 STREET","10014","16","0","0","0","2021-12-28T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.734476","-74.003045","2","3","73","1078179","1006200068","West Village"
"10532","124422","MANHATTAN","84","EAST 2 STREET","10003","8","0","0","0","2021-11-29T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.724065","-73.988314","3","2","3602","1006137","1004440043","East Village"
"338936","372885","BROOKLYN","396A","MONROE STREET","11221","4","0","0","0","2023-10-04T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.686363","-73.942727","3","36","265","3051494","3018200032","Bedford-Stuyvesant (West)"
"335504","311893","BROOKLYN","621","MEEKER AVENUE","11222","5","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.722044","-73.941448","1","33","591","3067764","3027050040","Greenpoint"
"65449","212176","BRONX","1518","EAST 172 STREET","10472","4","0","0","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.831119","-73.879907","9","17","54","2025131","2037720039","Soundview-Bruckner-Bronx River"
"22881","127528","MANHATTAN","76","HORATIO STREET","10014","8","0","0","0","2019-01-21T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.738747","-74.007058","2","3","79","1077830","1006420050","West Village"
"139978","308539","BROOKLYN","5001","15 AVENUE","11219","48","0","0","0","2023-12-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.631717","-73.988377","12","44","236","3129335","3054580006","Borough Park"
"933820","429880","QUEENS","37-17","111 STREET","11368","30","0","0","0","2024-01-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.753708","-73.856918","3","21","40102","4540130","4017817504","North Corona"
"94895","221499","BRONX","2160","MATTHEWS AVENUE","10462","134","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.855583","-73.862887","11","13","228","2049449","2043230018","Pelham Parkway-Van Nest"
"925592","226081","BRONX","640","WEST 237 STREET","10463","65","0","0","0","2023-12-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.888224","-73.911938","8","11","30701","2114608","2059037501","Riverdale-Spuyten Duyvil"
"101992","218665","BRONX","3333","PAULDING AVENUE","10469","4","0","0","0","2024-04-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.873926","-73.858409","12","12","370","2057172","2046360055","Williamsbridge-Olinville"
"928702","383069","BROOKLYN","1503","51 STREET","11219","10","0","0","0","2021-12-08T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.631036","-73.988511","12","44","236","3397632","3054587502","Borough Park"
"344320","361540","BROOKLYN","2323","NEWKIRK AVENUE","11226","16","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.639411","-73.955249","14","40","51601","3120306","3052090022","Flatbush"
"122135","204336","BRONX","31","WEST MOSHOLU PARKWAY NORTH","10467","66","0","0","0","2024-01-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.881799","-73.884582","7","11","421","2017681","2033240034","Norwood"
"63315","225008","BRONX","458","EAST 143 STREET","10454","24","0","0","0","2019-12-04T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.811322","-73.918195","1","8","41","2000432","2022870133","Mott Haven-Port Morris"
"890968","381038","BROOKLYN","527","MILFORD STREET","11208","3","0","0","0","2025-08-14T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.666381","-73.873802","5","42","1116","3390997","3044800143","East New York-New Lots"
